epoch,loss,unmasked_categorical_accuracy,val_loss,val_unmasked_categorical_accuracy
0,0.5589161515235901,76.15711975097656,0.7264683246612549,40.0001220703125
1,0.13205541670322418,84.37754821777344,0.18117034435272217,75.88797760009766
2,0.11471407860517502,86.69477081298828,0.11727284640073776,86.21942138671875
3,0.09582749754190445,88.86421966552734,0.10650696605443954,87.59949493408203
4,0.08776693046092987,89.9238510131836,0.127535879611969,86.44561767578125
5,0.07889731973409653,90.95964050292969,0.11588583886623383,87.02825164794922
6,0.07325970381498337,91.65730285644531,0.11059508472681046,87.99197387695312
7,0.06601864099502563,92.57067108154297,0.10359158366918564,88.74700927734375
8,0.059046875685453415,93.35797882080078,0.13269701600074768,87.06056213378906
9,0.05470772460103035,93.85568237304688,0.19272415339946747,83.97356414794922
10,0.04836249351501465,94.65937805175781,0.1174338161945343,88.18045043945312
11,0.043906405568122864,95.11705780029297,0.13738253712654114,86.52444458007812
12,0.03981484845280647,95.61400604248047,0.13454961776733398,86.94124603271484
13,0.037569016218185425,95.8758316040039,0.14161981642246246,88.66641998291016
14,0.03800777718424797,95.81092071533203,0.12363707274198532,89.20723724365234
15,0.0321912057697773,96.4670181274414,0.12030483782291412,87.84445190429688
16,0.029353056102991104,96.7890853881836,0.14347104728221893,88.94729614257812
17,0.028126787394285202,96.92882537841797,0.14223188161849976,88.70433044433594
18,0.025303471833467484,97.3177719116211,0.15641863644123077,88.87600708007812
19,0.02572767250239849,97.21517944335938,0.13668794929981232,89.17376708984375
20,0.023646265268325806,97.44890594482422,0.14041878283023834,89.39533996582031
21,0.020865267142653465,97.76545715332031,0.15550296008586884,87.50519561767578
22,0.020496513694524765,97.81819915771484,0.14733636379241943,89.02433776855469
23,0.02233181707561016,97.61779022216797,0.16270661354064941,89.13209533691406
24,0.01840529590845108,98.07352447509766,0.16822229325771332,88.85185241699219
25,0.018504872918128967,98.03156280517578,0.16298562288284302,87.7159652709961
26,0.016105694696307182,98.30918884277344,0.16110935807228088,89.14366149902344
27,0.018199004232883453,98.08808135986328,0.1696505844593048,88.2332992553711
28,0.018124593421816826,98.08677673339844,0.1653042435646057,88.76164245605469
29,0.015060816891491413,98.3895034790039,0.16341686248779297,89.45629119873047
30,0.013838422484695911,98.55255126953125,0.16601863503456116,89.50044250488281
31,0.015438186004757881,98.36792755126953,0.2136974036693573,89.03047180175781
32,0.014608776196837425,98.47251892089844,0.16987180709838867,89.52234649658203
33,0.013512187637388706,98.57652282714844,0.15916340053081512,88.96920776367188
34,0.014949573203921318,98.43394470214844,0.16142553091049194,87.90827178955078
35,0.014626146294176579,98.47198486328125,0.16674254834651947,89.38216400146484
36,0.013890257105231285,98.57564544677734,0.1979561448097229,86.61963653564453
37,0.013586411252617836,98.56465148925781,0.18102791905403137,89.45530700683594
38,0.010461956262588501,98.91777038574219,0.1783307045698166,89.44903564453125
39,0.010643786750733852,98.9253921508789,0.21771225333213806,88.83198547363281
40,0.011693078093230724,98.80680084228516,0.1817096322774887,89.54251861572266
41,0.010063091292977333,98.96337890625,0.19153791666030884,89.47412872314453
42,0.010150943882763386,98.96498107910156,0.17354071140289307,89.22117614746094
43,0.013120997697114944,98.64415740966797,0.18753506243228912,89.06766510009766
44,0.010332565754652023,98.92827606201172,0.17747735977172852,89.59382629394531
45,0.010099158622324467,98.93505096435547,0.20039795339107513,88.52333068847656
46,0.008956103585660458,99.0987319946289,0.1930776685476303,89.39993286132812
47,0.009882322512567043,98.99919128417969,0.20811249315738678,89.3889389038086
48,0.00976751558482647,99.0012435913086,0.2144644409418106,89.51020050048828
49,0.008966288529336452,99.091552734375,0.20166967809200287,88.84811401367188
50,0.012023375369608402,98.76378631591797,0.17793729901313782,89.43142700195312
51,0.007543641608208418,99.22895812988281,0.1933540403842926,89.22935485839844
52,0.007452294696122408,99.24735260009766,0.20051051676273346,89.20211791992188
53,0.007876604795455933,99.2122802734375,0.19449037313461304,89.08505249023438
54,0.0073711443692445755,99.29011535644531,0.1911282241344452,89.4893569946289
55,0.00846855714917183,99.15193939208984,0.23025406897068024,89.09505462646484
56,0.009553642943501472,99.01851654052734,0.21137036383152008,89.74675750732422
