epoch,loss,unmasked_categorical_accuracy,val_loss,val_unmasked_categorical_accuracy
57,0.0069337827153503895,99.28016662597656,0.19326190650463104,89.68964385986328
58,0.005690007004886866,99.43580627441406,0.20721566677093506,88.70209503173828
59,0.00764355668798089,99.22722625732422,0.20232994854450226,89.5114974975586
60,0.008415237069129944,99.13789367675781,0.20274178683757782,89.1384048461914
61,0.01171882450580597,98.79950714111328,0.18093013763427734,89.50286102294922
62,0.0061039733700454235,99.3808364868164,0.20969335734844208,89.91704559326172
63,0.004783112555742264,99.52484130859375,0.20079046487808228,89.7444076538086
64,0.005745469592511654,99.4515151977539,0.20661360025405884,88.67479705810547
65,0.007267974317073822,99.27568054199219,0.21365782618522644,88.81507873535156
66,0.006898938678205013,99.31342315673828,0.20907187461853027,89.38973236083984
67,0.007927835918962955,99.18304443359375,0.20088788866996765,89.1544418334961
68,0.00758065190166235,99.22110748291016,0.20600533485412598,89.10299682617188
69,0.006510509178042412,99.33920288085938,0.21657393872737885,89.25949096679688
70,0.00887134950608015,99.09263610839844,0.19066551327705383,89.50566101074219
71,0.006758599076420069,99.30975341796875,0.22663478553295135,89.45266723632812
72,0.004413178656250238,99.57044982910156,0.21480527520179749,89.77391052246094
73,0.0038028082344681025,99.6365737915039,0.2285173237323761,89.28966522216797
74,0.00525532104074955,99.4710693359375,0.2315080165863037,89.33952331542969
75,0.006920808460563421,99.27364349365234,0.2291591465473175,88.2887954711914
76,0.006975078023970127,99.27603912353516,0.21840983629226685,89.76644897460938
77,0.005501247942447662,99.46382904052734,0.21570268273353577,89.13738250732422
78,0.006186759099364281,99.38785552978516,0.26989686489105225,87.83345031738281
79,0.009712458588182926,99.01201629638672,0.1972997486591339,89.34576416015625
80,0.004943377338349819,99.5209732055664,0.219717338681221,89.68296813964844
81,0.003761483123525977,99.63729858398438,0.24285472929477692,89.66023254394531
82,0.003886960446834564,99.63147735595703,0.23326118290424347,89.48664855957031
83,0.005789405666291714,99.42683410644531,0.2372000813484192,89.22299194335938
84,0.005893905647099018,99.4160385131836,0.22582143545150757,89.38518524169922
85,0.004050321411341429,99.60137176513672,0.24771054089069366,89.7173843383789
86,0.0042313458397984505,99.58208465576172,0.23556767404079437,89.5652084350586
87,0.010182984173297882,98.9883041381836,0.20247861742973328,89.74748229980469
88,0.004732540342956781,99.5330581665039,0.2101830095052719,89.79786682128906
89,0.004379732068628073,99.58577728271484,0.23397736251354218,89.46260070800781
90,0.003050060011446476,99.69969940185547,0.23678268492221832,89.87574005126953
91,0.0036618479061871767,99.6452865600586,0.2750805914402008,88.21178436279297
92,0.007976350374519825,99.1830825805664,0.23436881601810455,89.62045288085938
93,0.004149775020778179,99.58366394042969,0.268908828496933,87.58582305908203
94,0.005296480841934681,99.4728775024414,0.2255474179983139,89.9489517211914
95,0.004143285099416971,99.5882339477539,0.24410836398601532,89.34441375732422
96,0.004189453553408384,99.57587432861328,0.22689217329025269,89.72891235351562
97,0.0036272683646529913,99.64229583740234,0.25005367398262024,89.78339385986328
98,0.00412411242723465,99.59757232666016,0.26599642634391785,89.59828186035156
99,0.006300019100308418,99.36003112792969,0.2301357388496399,89.59024047851562
100,0.01738772727549076,98.419189453125,0.16757433116436005,89.57178497314453
101,0.003606405109167099,99.64189910888672,0.18536069989204407,90.10377502441406
102,0.0015505136689171195,99.87913513183594,0.19475866854190826,90.18744659423828
103,0.000993403373286128,99.93923950195312,0.20662441849708557,90.20800018310547
104,0.0006741422112099826,99.97154998779297,0.21677523851394653,90.23466491699219
105,0.00045372472959570587,99.98826599121094,0.22461074590682983,90.26715850830078
106,0.00034825425245799124,99.99209594726562,0.23291686177253723,90.29736328125
107,0.00026736228028312325,99.99443817138672,0.2392125129699707,90.28390502929688
108,0.00020346410747151822,99.99685668945312,0.24467749893665314,90.25867462158203
109,0.00015937785792630166,99.9977035522461,0.2504880428314209,90.28318786621094
110,0.00012738989607896656,99.9977798461914,0.2583317458629608,90.29743957519531
111,0.00011253366392338648,99.99807739257812,0.26304730772972107,90.28877258300781
112,0.00010888015094678849,99.996826171875,0.2653276026248932,90.2697982788086
113,0.00011669158266158774,99.99491119384766,0.26946279406547546,90.26643371582031
114,0.00015321063983719796,99.99283599853516,0.2722761929035187,90.318603515625
115,0.00015108952356968075,99.9936752319336,0.2685478627681732,90.25985717773438
116,0.0001635935332160443,99.99151611328125,0.2768053710460663,90.29296875
117,0.0001454435841878876,99.994384765625,0.27013686299324036,90.27647399902344
118,0.0001530585141154006,99.99220275878906,0.2791758179664612,90.26545715332031
119,0.00015516266284976155,99.98955535888672,0.2787991166114807,90.22933197021484
120,0.00013642472913488746,99.99427795410156,0.28159773349761963,90.26145935058594
121,9.778342791832983e-05,99.99330139160156,0.2781180143356323,90.21871185302734
122,9.912475070450455e-05,99.9949722290039,0.2787023186683655,90.29059600830078
123,6.951710383873433e-05,99.9962387084961,0.28675347566604614,90.26763153076172
124,7.609336171299219e-05,99.99510955810547,0.2858263850212097,90.2804946899414
125,8.966412133304402e-05,99.99479675292969,0.2996661067008972,90.25692749023438
126,0.00011245134373893961,99.99301147460938,0.2812551259994507,90.23117065429688
127,0.0002487548626959324,99.98223876953125,0.3000987470149994,90.08535766601562
128,0.00015200198686216027,99.99271392822266,0.28967195749282837,90.16736602783203
129,8.964135486166924e-05,99.99533081054688,0.2880384624004364,90.23664855957031
130,6.91361929057166e-05,99.99628448486328,0.30302858352661133,90.12312316894531
131,0.00012114469427615404,99.99539947509766,0.28757205605506897,89.99400329589844
132,0.00011187671043444425,99.99351501464844,0.29413145780563354,90.20938873291016
133,0.00011992459621978924,99.99497985839844,0.2964332103729248,90.32145690917969
134,6.506811041617766e-05,99.9956283569336,0.29707834124565125,90.300537109375
135,3.4973854781128466e-05,99.99799346923828,0.2980046570301056,90.29859924316406
136,2.5997322154580615e-05,99.99854278564453,0.2981487810611725,90.28831481933594
137,2.1399802790256217e-05,99.99906158447266,0.29881250858306885,90.27265167236328
138,1.841265839175321e-05,99.9985580444336,0.29928818345069885,90.26708984375
139,1.5921614249236882e-05,99.9994888305664,0.299620121717453,90.28033447265625
140,1.39591802508221e-05,99.99916076660156,0.2999316155910492,90.29078674316406
141,1.4102429304330144e-05,99.99945831298828,0.3017958998680115,90.27932739257812
142,1.2959735613549128e-05,99.99942779541016,0.3020828664302826,90.2903060913086
143,1.3756871339865029e-05,99.9991226196289,0.3034808039665222,90.27845764160156
144,1.3028970897721592e-05,99.99907684326172,0.3042374551296234,90.2867431640625
145,1.1091043234046083e-05,99.99909210205078,0.30486321449279785,90.29090118408203
146,1.4511412700812798e-05,99.9988784790039,0.3050806522369385,90.3226318359375
147,1.056577093550004e-05,99.99942016601562,0.30622997879981995,90.32464599609375
148,1.2556725778267719e-05,99.99932098388672,0.30757224559783936,90.32099914550781
149,1.0823729098774493e-05,99.99907684326172,0.3086840510368347,90.32059478759766
150,1.0306764124834444e-05,99.99922180175781,0.30924686789512634,90.309814453125
151,1.0016395208367612e-05,99.99951934814453,0.3103320300579071,90.31398010253906
152,1.0949885108857416e-05,99.99937438964844,0.31068649888038635,90.30111694335938
153,9.468851203564554e-06,99.99939727783203,0.3120725750923157,90.3091812133789
154,8.856387466948945e-06,99.99920654296875,0.312930166721344,90.30447387695312
155,1.1710907529050019e-05,99.99935150146484,0.3138097822666168,90.29351806640625
156,9.418138688488398e-06,99.9994125366211,0.31423911452293396,90.30965423583984
157,9.273382602259517e-06,99.9991683959961,0.31492382287979126,90.3210220336914
158,8.654956218379084e-06,99.99939727783203,0.3151203393936157,90.32540130615234
159,8.742972568143159e-06,99.99942779541016,0.3160979151725769,90.31927490234375
160,8.38151026982814e-06,99.99935150146484,0.3174779415130615,90.31108856201172
161,7.583714250358753e-06,99.9993896484375,0.31848689913749695,90.3157730102539
162,8.114646334433928e-06,99.99940490722656,0.3187161087989807,90.32087707519531
163,7.792015821905807e-06,99.99947357177734,0.320221483707428,90.3262710571289
164,9.666317055234686e-06,99.99909210205078,0.3204587996006012,90.32215118408203
165,7.976948836585507e-06,99.99943542480469,0.32156112790107727,90.32660675048828
166,8.841288945404813e-06,99.99903869628906,0.3214056193828583,90.32088470458984
167,9.094610504689626e-06,99.9991455078125,0.3223813474178314,90.31143951416016
168,7.818103767931461e-06,99.99896240234375,0.32240524888038635,90.30047607421875
169,6.780298008379759e-06,99.99939727783203,0.32247358560562134,90.33951568603516
170,6.522468538605608e-06,99.9991226196289,0.3235775828361511,90.32439422607422
171,7.767908755340613e-06,99.9990463256836,0.3244624137878418,90.33052062988281
172,7.445947630912997e-06,99.99913024902344,0.32463714480400085,90.33749389648438
173,5.3210474106890615e-06,99.99945068359375,0.3252623379230499,90.32658386230469
174,6.562139788002241e-06,99.99900817871094,0.32558557391166687,90.32347869873047
175,6.4923665377136786e-06,99.99943542480469,0.32599738240242004,90.32186126708984
176,7.550557711510919e-06,99.99915313720703,0.3262273967266083,90.32357025146484
177,7.4890740506816655e-06,99.99897766113281,0.3266437351703644,90.31761169433594
178,5.836132913827896e-06,99.99945831298828,0.32726943492889404,90.31964874267578
179,7.231328709167428e-06,99.99916076660156,0.3266684412956238,90.31291198730469
180,5.459124622575473e-06,99.99944305419922,0.3271291255950928,90.31172180175781
181,6.148264674266102e-06,99.99939727783203,0.32817092537879944,90.3150405883789
182,6.984194442338776e-06,99.99915313720703,0.32891783118247986,90.29933166503906
183,4.542780516203493e-06,99.99971771240234,0.32945841550827026,90.29324340820312
184,4.930487193632871e-06,99.99935150146484,0.3289121985435486,90.31188201904297
185,4.241549049766036e-06,99.99937438964844,0.3291494846343994,90.30606079101562
186,4.3915692913287785e-06,99.99974060058594,0.32941797375679016,90.30953979492188
187,4.870663815381704e-06,99.99934387207031,0.3292641341686249,90.32501983642578
188,4.527072178461822e-06,99.99917602539062,0.3294357657432556,90.29914855957031
189,4.145395905652549e-06,99.99942779541016,0.329473078250885,90.30461120605469
190,4.738831648865016e-06,99.9993667602539,0.3293342590332031,90.31781005859375
191,3.9510523492936045e-06,99.99971008300781,0.3296768367290497,90.30990600585938
192,4.001642082585022e-06,99.9993667602539,0.32986125349998474,90.30647277832031
193,4.091465143574169e-06,99.99946594238281,0.3300449550151825,90.29535675048828
194,4.222337338433135e-06,99.99964904785156,0.33015838265419006,90.3013916015625
195,3.936969278584002e-06,99.99972534179688,0.32966455817222595,90.31368255615234
196,3.7105039609741652e-06,100.0,0.329863041639328,90.3137435913086
197,3.771662932194886e-06,99.99969482421875,0.33011695742607117,90.30191802978516
198,3.4965933082276024e-06,100.0,0.3301225006580353,90.31492614746094
199,3.94087737731752e-06,100.0,0.3294493854045868,90.30619049072266
