loss,detector_out_class_loss,detector_out_regr_loss,detector_out_class_categorical_accuracy,detector_out_regr_unmasked_IoUV2
0.3594266176223755,0.35921213030815125,0.0002142126759281382,0.8696989417076111,0.6099750995635986

accs_std:0.0028601914711065234; ious_std:0.0024485821750711233

