loss,rpn_out_class_loss,rpn_out_regress_loss,rpn_out_class_unmasked_binary_accuracy,rpn_out_class_positive_number,rpn_out_regress_unmasked_IoU
0.00034996375325135887,7.282784645212814e-05,0.00027713592862710357,98.40978240966797,831.5985717773438,0.820003867149353
